Lineage	Gene
Ascomycota	369764at4890
Ascomycota	312009at4890
Ascomycota	335047at4890
Ascomycota	266795at4890
Ascomycota	245473at4890
Ascomycota	162660at4890
Ascomycota	109571at4890
Ascomycota	256298at4890
Ascomycota	206458at4890
Ascomycota	258821at4890
Ascomycota	240077at4890
Ascomycota	340003at4890
Ascomycota	145076at4890
Ascomycota	333118at4890
Ascomycota	331531at4890
Ascomycota	215554at4890
Ascomycota	93274at4890
Ascomycota	116626at4890
Ascomycota	156845at4890
Ascomycota	304135at4890
Ascomycota	267369at4890
Ascomycota	33285at4890
Ascomycota	354830at4890
Ascomycota	299845at4890
Ascomycota	277433at4890
Ascomycota	182039at4890
Ascomycota	335075at4890
Ascomycota	353282at4890
Ascomycota	356381at4890
Ascomycota	134677at4890
Ascomycota	323682at4890
Ascomycota	364928at4890
Ascomycota	61611at4890
Ascomycota	248841at4890
Ascomycota	232770at4890
Ascomycota	263093at4890
Ascomycota	328585at4890
Ascomycota	344023at4890
Ascomycota	251484at4890
Ascomycota	146457at4890
Ascomycota	345647at4890
Ascomycota	286606at4890
Ascomycota	13514at4890
Ascomycota	135181at4890
Ascomycota	334360at4890
Ascomycota	254455at4890
Ascomycota	173312at4890
Ascomycota	174487at4890
Ascomycota	144213at4890
Ascomycota	145932at4890
Ascomycota	145825at4890
Ascomycota	136092at4890
Ascomycota	357202at4890
Ascomycota	345932at4890
Ascomycota	296571at4890
Ascomycota	326049at4890
Ascomycota	305650at4890
Ascomycota	260824at4890
Ascomycota	17020at4890
Ascomycota	211757at4890
Ascomycota	247748at4890
Ascomycota	139019at4890
Ascomycota	8846at4890
Ascomycota	267819at4890
Ascomycota	235839at4890
Ascomycota	62803at4890
Ascomycota	145915at4890
Ascomycota	308748at4890
Ascomycota	309117at4890
Ascomycota	356564at4890
Ascomycota	287038at4890
Ascomycota	7647at4890
Ascomycota	306382at4890
Ascomycota	308024at4890
Ascomycota	264501at4890
Ascomycota	94517at4890
Ascomycota	357964at4890
Ascomycota	45816at4890
Ascomycota	281256at4890
Ascomycota	171158at4890
Ascomycota	145970at4890
Ascomycota	11266at4890
Ascomycota	275008at4890
Ascomycota	290945at4890
Ascomycota	295308at4890
Ascomycota	265943at4890
Ascomycota	305690at4890
Ascomycota	270956at4890
Ascomycota	13059at4890
Ascomycota	84105at4890
Ascomycota	174612at4890
Ascomycota	344403at4890
Ascomycota	264968at4890
Ascomycota	347969at4890
Ascomycota	300426at4890
Ascomycota	110617at4890
Ascomycota	187029at4890
Ascomycota	157485at4890
Ascomycota	346367at4890
Ascomycota	312795at4890
Ascomycota	128529at4890
Ascomycota	200843at4890
Ascomycota	178432at4890
Ascomycota	78473at4890
Ascomycota	293843at4890
Ascomycota	305407at4890
Ascomycota	245384at4890
Ascomycota	150585at4890
Ascomycota	160648at4890
Ascomycota	350506at4890
Ascomycota	281561at4890
Ascomycota	321038at4890
Ascomycota	278098at4890
Ascomycota	343388at4890
Ascomycota	276376at4890
Ascomycota	304095at4890
Ascomycota	335252at4890
Ascomycota	324852at4890
Ascomycota	136210at4890
Ascomycota	350610at4890
Ascomycota	350796at4890
Ascomycota	244767at4890
Ascomycota	363609at4890
Ascomycota	322024at4890
Ascomycota	344357at4890
Ascomycota	47289at4890
Ascomycota	324506at4890
Ascomycota	337083at4890
Ascomycota	207103at4890
Ascomycota	90850at4890
Ascomycota	330751at4890
Ascomycota	180991at4890
Ascomycota	283894at4890
Ascomycota	230910at4890
Ascomycota	215833at4890
Ascomycota	207433at4890
Ascomycota	213356at4890
Ascomycota	335212at4890
Ascomycota	311291at4890
Ascomycota	313359at4890
Ascomycota	241578at4890
Ascomycota	58801at4890
Ascomycota	50104at4890
Ascomycota	293673at4890
Ascomycota	255380at4890
Ascomycota	288300at4890
Ascomycota	235113at4890
Ascomycota	258479at4890
Ascomycota	355402at4890
Ascomycota	275223at4890
Ascomycota	366582at4890
Ascomycota	15281at4890
Ascomycota	358349at4890
Ascomycota	248499at4890
Ascomycota	219141at4890
Ascomycota	315202at4890
Ascomycota	318408at4890
Ascomycota	144126at4890
Ascomycota	56236at4890
Ascomycota	288189at4890
Ascomycota	276054at4890
Ascomycota	137708at4890
Ascomycota	314098at4890
Ascomycota	263860at4890
Ascomycota	250134at4890
Ascomycota	144019at4890
Ascomycota	252424at4890
Ascomycota	277312at4890
Ascomycota	322265at4890
Ascomycota	329106at4890
Ascomycota	340783at4890
Ascomycota	354140at4890
Ascomycota	72334at4890
Ascomycota	334310at4890
Ascomycota	266187at4890
Ascomycota	335327at4890
Ascomycota	305410at4890
Ascomycota	263833at4890
Ascomycota	252783at4890
Ascomycota	101708at4890
Ascomycota	256615at4890
Ascomycota	83773at4890
Ascomycota	315918at4890
Ascomycota	328157at4890
Ascomycota	16615at4890
Ascomycota	15077at4890
Ascomycota	222329at4890
Ascomycota	199929at4890
Ascomycota	18168at4890
Ascomycota	299561at4890
Ascomycota	357107at4890
Ascomycota	319139at4890
Ascomycota	330192at4890
Ascomycota	35625at4890
Ascomycota	341623at4890
Ascomycota	348370at4890
Ascomycota	248447at4890
Ascomycota	295749at4890
Ascomycota	352677at4890
Ascomycota	230278at4890
Ascomycota	355693at4890
Ascomycota	349327at4890
Ascomycota	296713at4890
Ascomycota	99101at4890
Ascomycota	207048at4890
Ascomycota	352985at4890
Ascomycota	73707at4890
Ascomycota	337574at4890
Ascomycota	70698at4890
Ascomycota	316493at4890
Ascomycota	334169at4890
Ascomycota	32568at4890
Ascomycota	124728at4890
Ascomycota	201969at4890
Ascomycota	49638at4890
Ascomycota	349683at4890
Ascomycota	249092at4890
Ascomycota	253847at4890
Ascomycota	62381at4890
Ascomycota	310289at4890
Ascomycota	174547at4890
Ascomycota	230943at4890
Ascomycota	344492at4890
Ascomycota	323180at4890
Ascomycota	159279at4890
Ascomycota	358582at4890
Ascomycota	326651at4890
Ascomycota	169189at4890
Ascomycota	170387at4890
Ascomycota	319645at4890
Ascomycota	302664at4890
Ascomycota	243083at4890
Ascomycota	325518at4890
Ascomycota	122826at4890
Ascomycota	53619at4890
Ascomycota	87211at4890
Ascomycota	134389at4890
Ascomycota	344753at4890
Ascomycota	348590at4890
Ascomycota	263885at4890
Ascomycota	25857at4890
Ascomycota	185772at4890
Ascomycota	195376at4890
Ascomycota	190866at4890
Ascomycota	235706at4890
Ascomycota	304394at4890
Ascomycota	287911at4890
Ascomycota	351447at4890
Ascomycota	279024at4890
Ascomycota	329365at4890
Ascomycota	344310at4890
Ascomycota	296871at4890
Ascomycota	133204at4890
Ascomycota	56355at4890
Ascomycota	263790at4890
Ascomycota	79092at4890
Ascomycota	243979at4890
Ascomycota	114848at4890
Ascomycota	85057at4890
Ascomycota	236779at4890
Ascomycota	300199at4890
Ascomycota	29415at4890
Ascomycota	267978at4890
Ascomycota	126232at4890
Ascomycota	270210at4890
Ascomycota	300130at4890
Ascomycota	116896at4890
Ascomycota	267902at4890
Ascomycota	291505at4890
Ascomycota	290629at4890
Ascomycota	285859at4890
Ascomycota	47936at4890
Ascomycota	245477at4890
Ascomycota	152409at4890
Ascomycota	30243at4890
Ascomycota	209799at4890
Ascomycota	302169at4890
Ascomycota	255551at4890
Ascomycota	331726at4890
Ascomycota	354684at4890
Ascomycota	293552at4890
Ascomycota	287798at4890
Ascomycota	345985at4890
Ascomycota	165325at4890
Ascomycota	294791at4890
Ascomycota	334166at4890
Ascomycota	263017at4890
Ascomycota	285124at4890
Ascomycota	81642at4890
Ascomycota	211797at4890
Ascomycota	204897at4890
Ascomycota	290598at4890
Ascomycota	299189at4890
Ascomycota	278940at4890
Ascomycota	85315at4890
Ascomycota	293265at4890
Ascomycota	334403at4890
Ascomycota	101213at4890
Ascomycota	215583at4890
Ascomycota	136456at4890
Ascomycota	260796at4890
Ascomycota	127337at4890
Ascomycota	255376at4890
Ascomycota	108285at4890
Ascomycota	61824at4890
Ascomycota	350404at4890
Ascomycota	282074at4890
Ascomycota	204442at4890
Ascomycota	269857at4890
Ascomycota	316956at4890
Ascomycota	329029at4890
Ascomycota	255986at4890
Ascomycota	323797at4890
Ascomycota	261144at4890
Ascomycota	226844at4890
Ascomycota	325336at4890
Ascomycota	162782at4890
Ascomycota	318167at4890
Ascomycota	161098at4890
Ascomycota	233592at4890
Ascomycota	96101at4890
Ascomycota	319964at4890
Ascomycota	323671at4890
Ascomycota	285355at4890
Ascomycota	293868at4890
Ascomycota	165386at4890
Ascomycota	273926at4890
Ascomycota	23385at4890
Ascomycota	269438at4890
Ascomycota	286579at4890
Ascomycota	350170at4890
Ascomycota	370169at4890
Ascomycota	297235at4890
Ascomycota	284643at4890
Ascomycota	340258at4890
Ascomycota	265624at4890
Ascomycota	9673at4890
Ascomycota	75940at4890
Ascomycota	262792at4890
Ascomycota	29860at4890
Ascomycota	351366at4890
Ascomycota	333361at4890
Ascomycota	350525at4890
Ascomycota	314055at4890
Ascomycota	244949at4890
Ascomycota	356833at4890
Ascomycota	314374at4890
Ascomycota	172274at4890
Ascomycota	55323at4890
Ascomycota	250799at4890
Ascomycota	55629at4890
Ascomycota	330342at4890
Ascomycota	328156at4890
Ascomycota	325601at4890
Ascomycota	181912at4890
Ascomycota	40467at4890
Ascomycota	358005at4890
Ascomycota	242327at4890
Ascomycota	66917at4890
Ascomycota	322668at4890
Ascomycota	139688at4890
Ascomycota	36866at4890
Ascomycota	205531at4890
Ascomycota	174251at4890
Ascomycota	332332at4890
Ascomycota	365175at4890
Ascomycota	45805at4890
Ascomycota	347878at4890
Ascomycota	199764at4890
Ascomycota	153835at4890
Ascomycota	175764at4890
Ascomycota	334427at4890
Ascomycota	160343at4890
Ascomycota	197993at4890
Ascomycota	9929at4890
Ascomycota	358354at4890
Ascomycota	8339at4890
Ascomycota	2239at4890
Ascomycota	504at4890
Ascomycota	360315at4890
Ascomycota	326325at4890
Ascomycota	233846at4890
Ascomycota	327049at4890
Ascomycota	160285at4890
Ascomycota	240811at4890
Ascomycota	31573at4890
Ascomycota	101465at4890
Ascomycota	11641at4890
Ascomycota	354150at4890
Ascomycota	313598at4890
Ascomycota	326359at4890
Ascomycota	34502at4890
Ascomycota	334524at4890
Ascomycota	328980at4890
Ascomycota	343810at4890
Ascomycota	231625at4890
Ascomycota	184220at4890
Ascomycota	242683at4890
Ascomycota	335381at4890
Ascomycota	256894at4890
Ascomycota	309891at4890
Ascomycota	154723at4890
Ascomycota	348766at4890
Ascomycota	199023at4890
Ascomycota	230608at4890
Ascomycota	303111at4890
Ascomycota	265011at4890
Ascomycota	4161at4890
Ascomycota	224905at4890
Ascomycota	238074at4890
Ascomycota	59024at4890
Ascomycota	230342at4890
Ascomycota	250301at4890
Ascomycota	244012at4890
Ascomycota	83901at4890
Ascomycota	235549at4890
Ascomycota	369578at4890
Ascomycota	94048at4890
Ascomycota	125929at4890
Ascomycota	178784at4890
Ascomycota	91633at4890
Ascomycota	316963at4890
Ascomycota	202577at4890
Ascomycota	350378at4890
Ascomycota	361712at4890
Ascomycota	317878at4890
Ascomycota	200785at4890
Ascomycota	244832at4890
Ascomycota	261164at4890
Ascomycota	307790at4890
Ascomycota	188768at4890
Ascomycota	341666at4890
Ascomycota	203775at4890
Ascomycota	143660at4890
Ascomycota	297115at4890
Ascomycota	318169at4890
Ascomycota	241549at4890
Ascomycota	145752at4890
Ascomycota	184194at4890
Ascomycota	197231at4890
Ascomycota	243954at4890
Ascomycota	327639at4890
Ascomycota	272417at4890
Ascomycota	116775at4890
Ascomycota	305598at4890
Ascomycota	309478at4890
Ascomycota	310634at4890
Ascomycota	315057at4890
Ascomycota	304717at4890
Ascomycota	336752at4890
Ascomycota	188777at4890
Ascomycota	140522at4890
Ascomycota	321041at4890
Ascomycota	326848at4890
Ascomycota	364351at4890
Ascomycota	360850at4890
Ascomycota	320558at4890
Ascomycota	223353at4890
Ascomycota	353129at4890
Ascomycota	296824at4890
Ascomycota	269003at4890
Ascomycota	252644at4890
Ascomycota	317748at4890
Ascomycota	306395at4890
Ascomycota	79456at4890
Ascomycota	288157at4890
Ascomycota	250313at4890
Ascomycota	364500at4890
Ascomycota	365938at4890
Ascomycota	319673at4890
Ascomycota	182038at4890
Ascomycota	327771at4890
Ascomycota	319004at4890
Ascomycota	288784at4890
Ascomycota	143067at4890
Ascomycota	152018at4890
Ascomycota	317397at4890
Ascomycota	273954at4890
Ascomycota	173130at4890
Ascomycota	295883at4890
Ascomycota	212080at4890
Ascomycota	305993at4890
Ascomycota	227005at4890
Ascomycota	318300at4890
Ascomycota	20419at4890
Ascomycota	276957at4890
Ascomycota	318131at4890
Ascomycota	133107at4890
Ascomycota	29560at4890
Ascomycota	221486at4890
Ascomycota	321647at4890
Ascomycota	215011at4890
Ascomycota	22281at4890
Ascomycota	125901at4890
Ascomycota	143298at4890
Ascomycota	138516at4890
Ascomycota	136889at4890
Ascomycota	245497at4890
Ascomycota	319470at4890
Ascomycota	57264at4890
Ascomycota	160326at4890
Ascomycota	131248at4890
Ascomycota	250752at4890
Ascomycota	339851at4890
Ascomycota	235543at4890
Ascomycota	263345at4890
Ascomycota	231481at4890
Ascomycota	106888at4890
Ascomycota	324765at4890
Ascomycota	328578at4890
Ascomycota	346088at4890
Ascomycota	242389at4890
Ascomycota	216896at4890
Ascomycota	310395at4890
Ascomycota	320824at4890
Ascomycota	153364at4890
Ascomycota	60152at4890
Ascomycota	237486at4890
Ascomycota	245002at4890
Ascomycota	300738at4890
Ascomycota	162825at4890
Ascomycota	38423at4890
Ascomycota	312873at4890
Ascomycota	294055at4890
Ascomycota	79863at4890
Ascomycota	251027at4890
Ascomycota	232862at4890
Ascomycota	67529at4890
Ascomycota	232012at4890
Ascomycota	198700at4890
Ascomycota	42646at4890
Ascomycota	320889at4890
Ascomycota	227580at4890
Ascomycota	123070at4890
Ascomycota	252800at4890
Ascomycota	224297at4890
Ascomycota	307380at4890
Ascomycota	164802at4890
Ascomycota	309243at4890
Ascomycota	238346at4890
Ascomycota	166019at4890
Ascomycota	227886at4890
Ascomycota	81880at4890
Ascomycota	342703at4890
Ascomycota	300456at4890
Ascomycota	159348at4890
Ascomycota	169577at4890
Ascomycota	180049at4890
Ascomycota	220388at4890
Ascomycota	52334at4890
Ascomycota	205428at4890
Ascomycota	342489at4890
Ascomycota	296491at4890
Ascomycota	268668at4890
Ascomycota	261134at4890
Ascomycota	342062at4890
Ascomycota	220234at4890
Ascomycota	112283at4890
Ascomycota	342950at4890
Ascomycota	221760at4890
Ascomycota	253604at4890
Ascomycota	291386at4890
Ascomycota	130554at4890
Ascomycota	111745at4890
Ascomycota	335819at4890
Ascomycota	187455at4890
Ascomycota	241877at4890
Ascomycota	46779at4890
Ascomycota	245101at4890
Ascomycota	284580at4890
Ascomycota	345038at4890
Ascomycota	9453at4890
Ascomycota	280473at4890
Ascomycota	240673at4890
Ascomycota	284429at4890
Ascomycota	341736at4890
Ascomycota	208457at4890
Ascomycota	358295at4890
Ascomycota	66083at4890
Ascomycota	27070at4890
Ascomycota	1691at4890
Ascomycota	172926at4890
Ascomycota	309526at4890
Ascomycota	359882at4890
Ascomycota	292056at4890
Ascomycota	295130at4890
Ascomycota	112406at4890
Ascomycota	342038at4890
Ascomycota	342746at4890
Ascomycota	339653at4890
Ascomycota	361750at4890
Ascomycota	174610at4890
Ascomycota	208793at4890
Ascomycota	222945at4890
Ascomycota	342958at4890
Ascomycota	154484at4890
Ascomycota	219754at4890
Ascomycota	350097at4890
Ascomycota	218917at4890
Ascomycota	305450at4890
Ascomycota	311589at4890
Ascomycota	215411at4890
Ascomycota	186896at4890
Ascomycota	321114at4890
Ascomycota	256024at4890
Ascomycota	249890at4890
Ascomycota	41512at4890
Ascomycota	219972at4890
Ascomycota	254331at4890
Ascomycota	53283at4890
Ascomycota	87743at4890
Ascomycota	229320at4890
Ascomycota	354714at4890
Ascomycota	306798at4890
Ascomycota	237963at4890
Ascomycota	286855at4890
Ascomycota	285140at4890
Ascomycota	26127at4890
Ascomycota	291438at4890
Ascomycota	274355at4890
Ascomycota	305454at4890
Ascomycota	262708at4890
Ascomycota	135977at4890
Ascomycota	336470at4890
Ascomycota	312415at4890
Ascomycota	228963at4890
Ascomycota	298979at4890
Ascomycota	326438at4890
Ascomycota	294253at4890
Ascomycota	245419at4890
Ascomycota	352405at4890
Ascomycota	217703at4890
Ascomycota	322849at4890
Ascomycota	130309at4890
Ascomycota	56260at4890
Ascomycota	37253at4890
Ascomycota	215308at4890
Ascomycota	237125at4890
Ascomycota	328729at4890
Ascomycota	348491at4890
Ascomycota	149160at4890
Ascomycota	17135at4890
Ascomycota	147822at4890
Ascomycota	285587at4890
Ascomycota	323569at4890
Ascomycota	277375at4890
Ascomycota	65709at4890
Ascomycota	265363at4890
Ascomycota	297336at4890
Ascomycota	9707at4890
Ascomycota	307611at4890
Ascomycota	36728at4890
Ascomycota	202821at4890
Ascomycota	153858at4890
Ascomycota	63664at4890
Ascomycota	204028at4890
Ascomycota	113231at4890
Ascomycota	294469at4890
Ascomycota	338203at4890
Ascomycota	271351at4890
Ascomycota	321757at4890
Ascomycota	126185at4890
Ascomycota	108742at4890
Ascomycota	29193at4890
Ascomycota	41603at4890
Ascomycota	291507at4890
Ascomycota	277837at4890
Ascomycota	169078at4890
Ascomycota	163139at4890
Ascomycota	278954at4890
Ascomycota	356998at4890
Ascomycota	167856at4890
Ascomycota	243858at4890
Ascomycota	99579at4890
Ascomycota	260411at4890
Ascomycota	297936at4890
Ascomycota	348758at4890
Ascomycota	182031at4890
Ascomycota	361585at4890
Ascomycota	154480at4890
Ascomycota	309896at4890
Ascomycota	56303at4890
Ascomycota	209240at4890
Ascomycota	349224at4890
Ascomycota	28480at4890
Ascomycota	256060at4890
Ascomycota	27773at4890
Ascomycota	345065at4890
Ascomycota	341074at4890
Ascomycota	296480at4890
Ascomycota	191758at4890
Ascomycota	233273at4890
Ascomycota	13724at4890
Ascomycota	345866at4890
Ascomycota	44015at4890
Ascomycota	344448at4890
Ascomycota	294517at4890
Ascomycota	271054at4890
Ascomycota	280584at4890
Ascomycota	313251at4890
Ascomycota	40894at4890
Ascomycota	304016at4890
Ascomycota	15115at4890
Ascomycota	331536at4890
Ascomycota	288703at4890
Ascomycota	69345at4890
Ascomycota	316513at4890
Ascomycota	237107at4890
Ascomycota	98141at4890
Ascomycota	103938at4890
Ascomycota	271897at4890
Ascomycota	165673at4890
Ascomycota	283722at4890
Ascomycota	188171at4890
Ascomycota	312008at4890
Ascomycota	109994at4890
Ascomycota	225267at4890
Ascomycota	198916at4890
Ascomycota	299167at4890
Ascomycota	39044at4890
Ascomycota	90764at4890
Ascomycota	317960at4890
Ascomycota	198657at4890
Ascomycota	60739at4890
Ascomycota	309099at4890
Ascomycota	262969at4890
Ascomycota	200961at4890
Ascomycota	235018at4890
Ascomycota	349891at4890
Ascomycota	130323at4890
Ascomycota	47850at4890
Ascomycota	200670at4890
Ascomycota	287330at4890
Ascomycota	39569at4890
Ascomycota	48378at4890
Ascomycota	300984at4890
Ascomycota	161505at4890
Ascomycota	114664at4890
Ascomycota	281608at4890
Ascomycota	238193at4890
Ascomycota	210094at4890
Ascomycota	176849at4890
Ascomycota	147312at4890
Ascomycota	100089at4890
Ascomycota	73698at4890
Ascomycota	78526at4890
Ascomycota	168069at4890
Ascomycota	327191at4890
Ascomycota	182988at4890
Ascomycota	248587at4890
Ascomycota	304678at4890
Ascomycota	352974at4890
Ascomycota	218881at4890
Ascomycota	167080at4890
Ascomycota	217058at4890
Ascomycota	215261at4890
Ascomycota	91438at4890
Ascomycota	355209at4890
Ascomycota	186170at4890
Ascomycota	198752at4890
Ascomycota	336688at4890
Ascomycota	3444at4890
Ascomycota	340547at4890
Ascomycota	262514at4890
Ascomycota	282988at4890
Ascomycota	285364at4890
Ascomycota	292933at4890
Ascomycota	49374at4890
Ascomycota	207868at4890
Ascomycota	276385at4890
Ascomycota	317125at4890
Ascomycota	348581at4890
Ascomycota	265982at4890
Ascomycota	202137at4890
Ascomycota	135392at4890
Ascomycota	165661at4890
Ascomycota	255705at4890
Ascomycota	184868at4890
Ascomycota	246691at4890
Ascomycota	38057at4890
Ascomycota	136816at4890
Ascomycota	318894at4890
Ascomycota	299379at4890
Ascomycota	230658at4890
Ascomycota	133279at4890
Ascomycota	257769at4890
Ascomycota	343384at4890
Ascomycota	309564at4890
Ascomycota	43781at4890
Ascomycota	44600at4890
Ascomycota	205353at4890
Ascomycota	330776at4890
Ascomycota	296725at4890
Ascomycota	237221at4890
Ascomycota	238870at4890
Ascomycota	269562at4890
Ascomycota	119869at4890
Ascomycota	279791at4890
Ascomycota	279338at4890
Ascomycota	363996at4890
Ascomycota	339153at4890
Ascomycota	292337at4890
Ascomycota	263174at4890
Ascomycota	159064at4890
Ascomycota	359042at4890
Ascomycota	335754at4890
Ascomycota	171960at4890
Ascomycota	39224at4890
Ascomycota	66172at4890
Ascomycota	355369at4890
Ascomycota	220278at4890
Ascomycota	59607at4890
Ascomycota	226272at4890
Ascomycota	246212at4890
Ascomycota	292696at4890
Ascomycota	351030at4890
Ascomycota	64489at4890
Ascomycota	258855at4890
Ascomycota	350969at4890
Ascomycota	277044at4890
Ascomycota	333650at4890
Ascomycota	110035at4890
Ascomycota	264126at4890
Ascomycota	137596at4890
Ascomycota	281016at4890
Ascomycota	286922at4890
Ascomycota	130738at4890
Ascomycota	277413at4890
Ascomycota	88165at4890
Ascomycota	107271at4890
Ascomycota	202375at4890
Ascomycota	210451at4890
